"REF_DATE","GEO","DGUID","Family type","Family composition","Parent characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21211440","14.3.3.7","16980","","","","0"
"2008","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21211440","14.3.3.7","17110","","","","0"
"2009","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21211440","14.3.3.7","17360","","","","0"
"2010","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21211440","14.3.3.7","17510","","","","0"
"2011","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21211440","14.3.3.7","17870","","","","0"
"2012","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21211440","14.3.3.7","17960","","","","0"
"2013","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21211440","14.3.3.7","18110","","","","0"
"2014","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21211440","14.3.3.7","18500","","","","0"
"2015","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21211440","14.3.3.7","18670","","","","0"
"2016","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21211440","14.3.3.7","19120","","","","0"
"2017","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21211440","14.3.3.7","18870","","","","0"
"2007","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Median total income","Dollars","81","units","0","v21211441","14.3.3.8","36140","","","","0"
"2008","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Median total income","Dollars","81","units","0","v21211441","14.3.3.8","37230","","","","0"
"2009","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Median total income","Dollars","81","units","0","v21211441","14.3.3.8","37750","","","","0"
"2010","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Median total income","Dollars","81","units","0","v21211441","14.3.3.8","38230","","","","0"
"2011","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Median total income","Dollars","81","units","0","v21211441","14.3.3.8","39270","","","","0"
"2012","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Median total income","Dollars","81","units","0","v21211441","14.3.3.8","41350","","","","0"
"2013","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Median total income","Dollars","81","units","0","v21211441","14.3.3.8","42540","","","","0"
"2014","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Median total income","Dollars","81","units","0","v21211441","14.3.3.8","43110","","","","0"
"2015","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Median total income","Dollars","81","units","0","v21211441","14.3.3.8","44340","","","","0"
"2016","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Median total income","Dollars","81","units","0","v21211441","14.3.3.8","45860","","","","0"
"2017","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Median total income","Dollars","81","units","0","v21211441","14.3.3.8","46600","","","","0"
"2007","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","All parental age groups","Number","223","units","0","v21211442","14.3.4.1","42230","","","","0"
"2008","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","All parental age groups","Number","223","units","0","v21211442","14.3.4.1","41640","","","","0"
"2009","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","All parental age groups","Number","223","units","0","v21211442","14.3.4.1","41400","","","","0"
"2010","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","All parental age groups","Number","223","units","0","v21211442","14.3.4.1","41370","","","","0"
"2011","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","All parental age groups","Number","223","units","0","v21211442","14.3.4.1","41300","","","","0"
"2012","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","All parental age groups","Number","223","units","0","v21211442","14.3.4.1","41300","","","","0"
"2013","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","All parental age groups","Number","223","units","0","v21211442","14.3.4.1","40730","","","","0"
"2014","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","All parental age groups","Number","223","units","0","v21211442","14.3.4.1","40250","","","","0"
"2015","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","All parental age groups","Number","223","units","0","v21211442","14.3.4.1","40850","","","","0"
"2016","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","All parental age groups","Number","223","units","0","v21211442","14.3.4.1","41700","","","","0"
"2017","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","All parental age groups","Number","223","units","0","v21211442","14.3.4.1","44250","","","","0"
"2007","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21211445","14.3.4.4","18180","","","","0"
"2008","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21211445","14.3.4.4","17470","","","","0"
"2009","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21211445","14.3.4.4","16940","","","","0"
"2010","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21211445","14.3.4.4","16710","","","","0"
"2011","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21211445","14.3.4.4","16580","","","","0"
"2012","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21211445","14.3.4.4","16580","","","","0"
"2013","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21211445","14.3.4.4","16250","","","","0"
"2014","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21211445","14.3.4.4","16040","","","","0"
"2015","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21211445","14.3.4.4","16610","","","","0"
"2016","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21211445","14.3.4.4","16910","","","","0"
"2017","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21211445","14.3.4.4","18130","","","","0"
"2007","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21211448","14.3.4.7","1790","","","","0"
"2008","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21211448","14.3.4.7","1780","","","","0"
"2009","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21211448","14.3.4.7","1800","","","","0"
"2010","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21211448","14.3.4.7","1740","","","","0"
"2011","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21211448","14.3.4.7","1780","","","","0"
"2012","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21211448","14.3.4.7","1810","","","","0"
"2013","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21211448","14.3.4.7","1910","","","","0"
